cse_id,alert_id,asset_id,severity,alert_type,created_time,acknowledged_time,investigation_start,investigation_end,closure_time,escalated,disposition,investigation_evidence,investigation_notes,asset_criticality,expected_activity,observed_activity
CSE-E,ALT-03444,ASSET-079,HIGH,Brute Force,2026-03-25 20:53:06,2026-03-25 21:44:32,2026-03-25 22:05:32,2026-03-25 22:15:12,2026-03-26 02:28:08,True,Benign True Positive,True,Alert correlated with threat intel; full timeline documented.,MEDIUM,77,52
CSE-E,ALT-03445,ASSET-040,LOW,Brute Force,2026-02-05 10:03:25,2026-02-05 10:11:34,2026-02-05 10:28:34,2026-02-05 11:15:43,2026-02-05 20:00:11,False,False Positive,True,Investigation completed; evidence recorded and escalated per playbook.,HIGH,174,116
CSE-D,ALT-03446,ASSET-083,LOW,Malware,2026-01-05 22:28:01,2026-01-05 22:35:54,2026-01-05 22:54:54,2026-01-06 03:00:33,2026-01-06 12:46:42,False,True Positive,True,Alert correlated with threat intel; full timeline documented.,HIGH,163,146
CSE-D,ALT-03447,ASSET-018,MEDIUM,Brute Force,2026-04-14 10:11:09,2026-04-14 10:22:36,2026-04-14 10:33:36,2026-04-14 14:20:13,2026-04-14 12:27:45,False,True Positive,True,Investigation completed; evidence recorded and escalated per playbook.,HIGH,160,127
CSE-A,ALT-03448,ASSET-078,LOW,Phishing,2026-02-15 17:56:58,2026-02-15 18:20:16,2026-02-15 18:33:16,2026-02-15 22:57:49,2026-02-15 21:10:29,False,False Positive,True,Investigation completed; evidence recorded and escalated per playbook.,CRITICAL,179,173
CSE-C,ALT-03449,ASSET-016,CRITICAL,Unauthorized Access,2026-03-01 23:24:35,2026-03-01 23:28:27,2026-03-01 23:49:27,2026-03-02 00:11:35,2026-03-02 00:59:06,False,True Positive,True,Alert correlated with threat intel; full timeline documented.,CRITICAL,113,42
CSE-E,ALT-03450,ASSET-012,MEDIUM,Phishing,2026-01-18 12:20:25,2026-01-18 13:47:05,,,2026-01-18 20:36:45,False,Benign True Positive,False,,MEDIUM,147,101
CSE-A,ALT-03451,ASSET-022,MEDIUM,Brute Force,2026-05-11 14:45:57,2026-05-11 14:52:03,,,2026-05-11 19:38:37,False,True Positive,False,N/A,MEDIUM,107,80
CSE-C,ALT-03452,ASSET-080,LOW,Data Exfiltration,2026-01-21 14:18:30,2026-01-21 15:12:27,,,2026-01-21 20:55:13,False,True Positive,False,Closed quickly — no notes.,MEDIUM,177,66
CSE-E,ALT-03453,ASSET-036,LOW,Data Exfiltration,2026-01-21 05:56:01,2026-01-21 06:49:43,2026-01-21 06:57:43,2026-01-21 09:32:04,2026-01-21 11:25:31,False,Escalated to Tier-2,True,Investigation completed; evidence recorded and escalated per playbook.,HIGH,89,77
CSE-E,ALT-03454,ASSET-023,HIGH,Network Anomaly,2026-06-28 17:42:17,2026-06-28 18:12:21,2026-06-28 18:22:21,2026-06-28 20:54:18,2026-06-28 23:06:54,False,Under Investigation,True,Analyst reviewed logs and confirmed activity with evidence archived.,HIGH,71,60
CSE-B,ALT-03455,ASSET-035,CRITICAL,Brute Force,2026-05-17 17:17:03,2026-05-17 18:15:43,,,2026-05-17 22:06:52,False,True Positive,False,N/A,CRITICAL,114,96
CSE-A,ALT-03456,ASSET-072,LOW,Malware,2026-04-29 11:55:58,2026-04-29 12:14:04,2026-04-29 12:29:04,2026-04-29 15:51:44,2026-04-29 20:44:35,True,False Positive,True,Analyst reviewed logs and confirmed activity with evidence archived.,HIGH,82,73
CSE-A,ALT-03457,ASSET-059,MEDIUM,Unauthorized Access,2026-04-03 07:57:17,2026-04-03 08:28:16,2026-04-03 08:33:16,2026-04-03 12:30:59,2026-04-03 10:37:42,True,True Positive,True,Alert correlated with threat intel; full timeline documented.,HIGH,109,111
CSE-C,ALT-03458,ASSET-007,CRITICAL,Data Exfiltration,2026-06-23 16:18:06,2026-06-23 17:12:10,,,2026-06-23 16:21:55,False,Under Investigation,False,N/A,MEDIUM,176,96
CSE-B,ALT-03459,ASSET-007,HIGH,Phishing,2026-04-16 18:49:39,2026-04-16 19:54:04,2026-04-16 20:08:04,2026-04-16 21:58:53,2026-04-16 22:23:38,False,True Positive,True,Analyst reviewed logs and confirmed activity with evidence archived.,CRITICAL,75,63
CSE-A,ALT-03460,ASSET-034,LOW,Network Anomaly,2026-03-01 16:27:25,2026-03-01 16:39:47,2026-03-01 16:55:47,2026-03-01 18:10:25,2026-03-01 23:04:17,True,True Positive,True,Investigation completed; evidence recorded and escalated per playbook.,CRITICAL,109,102
CSE-A,ALT-03461,ASSET-004,MEDIUM,Network Anomaly,2026-06-23 22:29:41,2026-06-23 22:54:22,2026-06-23 23:15:22,2026-06-24 03:34:31,2026-06-24 02:33:44,False,Under Investigation,True,Alert correlated with threat intel; full timeline documented.,HIGH,104,88
CSE-A,ALT-03462,ASSET-094,HIGH,Brute Force,2026-06-28 09:47:01,2026-06-28 10:08:39,,,2026-06-28 13:52:18,False,False Positive,False,,MEDIUM,146,157
CSE-A,ALT-03463,ASSET-092,HIGH,Brute Force,2026-01-25 14:34:58,2026-01-25 14:52:59,2026-01-25 15:15:59,2026-01-25 16:14:02,2026-01-25 17:12:09,True,Benign True Positive,True,Analyst investigation performed; packet capture and EDR evidence attached.,HIGH,166,161
CSE-D,ALT-03464,ASSET-093,MEDIUM,Unauthorized Access,2026-02-27 14:09:20,2026-02-27 14:18:40,2026-02-27 14:31:40,2026-02-27 19:26:39,2026-02-28 01:53:06,False,Under Investigation,True,Analyst reviewed logs and confirmed activity with evidence archived.,MEDIUM,81,70
CSE-B,ALT-03465,ASSET-028,HIGH,Network Anomaly,2026-06-24 11:44:30,2026-06-24 11:54:03,2026-06-24 11:57:03,2026-06-24 14:19:56,2026-06-24 20:10:34,False,False Positive,True,Analyst reviewed logs and confirmed activity with evidence archived.,MEDIUM,117,82
CSE-C,ALT-03466,ASSET-024,HIGH,Privilege Escalation,2026-04-04 12:47:04,2026-04-04 12:52:00,2026-04-04 12:57:00,2026-04-04 13:12:55,2026-04-04 17:58:38,False,False Positive,True,Alert correlated with threat intel; full timeline documented.,HIGH,146,75
CSE-E,ALT-03467,ASSET-002,MEDIUM,Brute Force,2026-02-15 11:56:08,2026-02-15 13:20:14,2026-02-15 13:32:14,2026-02-15 14:29:04,2026-02-15 22:12:50,False,False Positive,True,Analyst investigation performed; packet capture and EDR evidence attached.,CRITICAL,155,104
CSE-D,ALT-03468,ASSET-020,MEDIUM,Phishing,2026-05-28 15:10:51,2026-05-28 15:18:14,2026-05-28 15:43:14,2026-05-28 17:25:09,2026-05-28 19:32:07,False,Under Investigation,True,Analyst investigation performed; packet capture and EDR evidence attached.,CRITICAL,184,191
CSE-A,ALT-03469,ASSET-074,LOW,Brute Force,2026-02-04 13:48:12,2026-02-04 14:09:40,2026-02-04 14:33:40,2026-02-04 17:28:42,2026-02-04 15:42:49,False,Benign True Positive,True,Analyst reviewed logs and confirmed activity with evidence archived.,CRITICAL,119,121
CSE-E,ALT-03470,ASSET-001,CRITICAL,Phishing,2026-01-11 17:14:52,2026-01-11 18:53:08,2026-01-11 18:57:08,2026-01-11 21:27:19,2026-01-12 00:20:44,False,True Positive,True,Analyst investigation performed; packet capture and EDR evidence attached.,CRITICAL,185,82
CSE-C,ALT-03471,ASSET-061,MEDIUM,Brute Force,2026-04-17 12:48:50,2026-04-17 13:09:36,,,2026-04-17 20:02:04,False,True Positive,False,N/A,CRITICAL,139,39
CSE-A,ALT-03472,ASSET-066,MEDIUM,Network Anomaly,2026-02-07 17:17:53,2026-02-07 17:37:04,2026-02-07 17:56:04,2026-02-07 19:20:34,2026-02-07 18:50:49,False,False Positive,True,Analyst investigation performed; packet capture and EDR evidence attached.,MEDIUM,188,163
CSE-E,ALT-03473,ASSET-047,MEDIUM,Data Exfiltration,2026-03-19 16:32:59,2026-03-19 17:27:11,2026-03-19 17:39:11,2026-03-19 19:56:05,2026-03-19 21:09:17,True,Under Investigation,True,Alert correlated with threat intel; full timeline documented.,CRITICAL,116,67
CSE-D,ALT-03474,ASSET-031,HIGH,Unauthorized Access,2026-03-16 12:49:07,2026-03-16 12:57:17,2026-03-16 13:01:17,2026-03-16 16:28:16,2026-03-16 15:16:29,False,True Positive,True,Alert correlated with threat intel; full timeline documented.,MEDIUM,172,137
CSE-C,ALT-03475,ASSET-006,LOW,Malware,2026-05-13 13:10:43,2026-05-13 14:11:25,2026-05-13 14:21:25,2026-05-13 14:24:55,2026-05-13 16:59:17,False,Escalated to Tier-2,True,"Reviewed source IP, asset logs and correlated with previous alerts.",MEDIUM,103,38
CSE-E,ALT-03476,ASSET-064,MEDIUM,Brute Force,2026-05-05 00:45:34,2026-05-05 02:32:50,2026-05-05 02:43:50,2026-05-05 03:29:21,2026-05-05 04:45:54,False,Escalated to Tier-2,True,Alert correlated with threat intel; full timeline documented.,HIGH,73,44
CSE-D,ALT-03477,ASSET-075,CRITICAL,Data Exfiltration,2026-02-17 09:58:51,2026-02-17 10:13:44,2026-02-17 10:19:44,2026-02-17 12:01:56,2026-02-17 19:51:50,False,Benign True Positive,True,Alert correlated with threat intel; full timeline documented.,CRITICAL,159,167
CSE-A,ALT-03478,ASSET-077,LOW,Data Exfiltration,2026-01-07 16:10:24,2026-01-07 16:15:15,2026-01-07 16:35:15,2026-01-07 20:17:44,2026-01-08 02:52:43,False,Escalated to Tier-2,True,Analyst reviewed logs and confirmed activity with evidence archived.,HIGH,88,78
CSE-D,ALT-03479,ASSET-015,MEDIUM,Phishing,2026-01-17 11:57:26,2026-01-17 12:21:10,2026-01-17 12:37:10,2026-01-17 13:13:13,2026-01-17 17:02:09,True,Escalated to Tier-2,True,Alert correlated with threat intel; full timeline documented.,MEDIUM,97,94
CSE-B,ALT-03480,ASSET-073,CRITICAL,Privilege Escalation,2026-02-01 15:09:56,2026-02-01 16:37:57,2026-02-01 16:50:57,2026-02-01 17:35:26,2026-02-02 00:27:27,True,True Positive,True,"Reviewed source IP, asset logs and correlated with previous alerts.",HIGH,136,84
CSE-E,ALT-03481,ASSET-061,HIGH,Brute Force,2026-04-25 13:46:00,2026-04-25 14:32:19,2026-04-25 14:53:19,2026-04-25 15:26:27,2026-04-25 21:54:25,False,False Positive,True,Analyst reviewed logs and confirmed activity with evidence archived.,MEDIUM,190,85
CSE-C,ALT-03482,ASSET-064,MEDIUM,Network Anomaly,2026-05-04 15:15:33,2026-05-04 15:58:27,,,2026-05-04 23:29:35,False,Escalated to Tier-2,False,N/A,HIGH,102,51
CSE-C,ALT-03483,ASSET-035,HIGH,Data Exfiltration,2026-02-25 10:18:37,2026-02-25 10:51:33,,,2026-02-25 13:00:59,False,Escalated to Tier-2,False,N/A,CRITICAL,130,13
CSE-D,ALT-03484,ASSET-063,CRITICAL,Malware,2026-05-31 11:18:33,2026-05-31 11:42:42,2026-05-31 11:53:42,2026-05-31 15:22:24,2026-05-31 22:23:33,False,True Positive,True,Investigation completed; evidence recorded and escalated per playbook.,HIGH,139,115
CSE-D,ALT-03485,ASSET-087,LOW,Phishing,2026-02-11 16:05:49,2026-02-11 16:22:17,2026-02-11 16:25:17,2026-02-11 18:55:16,2026-02-12 07:21:29,False,True Positive,True,"Reviewed source IP, asset logs and correlated with previous alerts.",HIGH,114,92
CSE-D,ALT-03486,ASSET-030,CRITICAL,Unauthorized Access,2026-02-06 16:33:25,2026-02-06 16:48:41,2026-02-06 17:11:41,2026-02-06 20:04:14,2026-02-06 23:11:05,True,Escalated to Tier-2,True,Alert correlated with threat intel; full timeline documented.,CRITICAL,131,113
CSE-B,ALT-03487,ASSET-002,MEDIUM,Network Anomaly,2026-02-06 14:41:07,2026-02-06 15:11:53,2026-02-06 15:25:53,2026-02-06 15:32:31,2026-02-06 16:34:57,False,Under Investigation,True,Analyst investigation performed; packet capture and EDR evidence attached.,HIGH,88,51
CSE-C,ALT-03488,ASSET-081,LOW,Privilege Escalation,2026-06-25 12:28:41,2026-06-25 12:55:34,2026-06-25 13:00:34,2026-06-25 13:15:44,2026-06-25 17:18:54,True,Escalated to Tier-2,True,"Reviewed source IP, asset logs and correlated with previous alerts.",CRITICAL,109,58
CSE-A,ALT-03489,ASSET-046,LOW,Network Anomaly,2026-05-24 15:38:44,2026-05-24 15:46:02,2026-05-24 15:59:02,2026-05-24 20:38:15,2026-05-24 22:14:40,False,True Positive,True,Alert correlated with threat intel; full timeline documented.,HIGH,188,183
CSE-B,ALT-03490,ASSET-079,LOW,Network Anomaly,2026-06-13 01:28:47,2026-06-13 02:16:11,2026-06-13 02:40:11,2026-06-13 02:50:37,2026-06-13 07:58:17,False,False Positive,True,Alert correlated with threat intel; full timeline documented.,HIGH,103,63
CSE-E,ALT-03491,ASSET-024,MEDIUM,Phishing,2026-01-26 15:18:57,2026-01-26 15:26:26,2026-01-26 15:40:26,2026-01-26 16:51:45,2026-01-26 22:17:06,False,Under Investigation,True,Analyst investigation performed; packet capture and EDR evidence attached.,CRITICAL,100,66
CSE-B,ALT-03492,ASSET-020,LOW,Malware,2026-03-14 13:40:23,2026-03-14 14:23:10,2026-03-14 14:42:10,2026-03-14 15:06:55,2026-03-14 15:44:13,False,Benign True Positive,True,Alert correlated with threat intel; full timeline documented.,HIGH,154,141
CSE-D,ALT-03493,ASSET-039,LOW,Suspicious Login,2026-04-18 14:09:14,2026-04-18 14:20:11,2026-04-18 14:44:11,2026-04-18 15:49:07,2026-04-19 04:46:45,False,True Positive,True,Alert correlated with threat intel; full timeline documented.,HIGH,174,142
CSE-D,ALT-03494,ASSET-012,MEDIUM,Unauthorized Access,2026-01-27 11:35:42,2026-01-27 11:41:26,2026-01-27 12:00:26,2026-01-27 14:09:18,2026-01-27 21:52:55,False,False Positive,True,Alert correlated with threat intel; full timeline documented.,CRITICAL,102,104
CSE-D,ALT-03495,ASSET-053,MEDIUM,Phishing,2026-03-10 17:05:51,2026-03-10 17:10:25,2026-03-10 17:20:25,2026-03-10 18:07:39,2026-03-10 19:03:41,True,True Positive,True,Analyst investigation performed; packet capture and EDR evidence attached.,CRITICAL,173,161
CSE-C,ALT-03496,ASSET-009,MEDIUM,Privilege Escalation,2026-06-12 13:48:11,2026-06-12 14:18:13,,,2026-06-12 19:42:18,False,Escalated to Tier-2,False,,CRITICAL,190,75
CSE-B,ALT-03497,ASSET-098,LOW,Data Exfiltration,2026-06-10 13:55:07,2026-06-10 14:22:02,2026-06-10 14:35:02,2026-06-10 15:25:44,2026-06-10 22:07:37,False,False Positive,True,Analyst reviewed logs and confirmed activity with evidence archived.,MEDIUM,81,75
CSE-A,ALT-03498,ASSET-048,LOW,Privilege Escalation,2026-03-19 10:18:45,2026-03-19 10:24:25,2026-03-19 10:27:25,2026-03-19 13:45:27,2026-03-19 17:34:21,True,Under Investigation,True,"Reviewed source IP, asset logs and correlated with previous alerts.",MEDIUM,112,114
CSE-D,ALT-03499,ASSET-080,MEDIUM,Brute Force,2026-06-15 09:53:19,2026-06-15 10:06:27,2026-06-15 10:24:27,2026-06-15 14:40:53,2026-06-15 23:34:54,False,False Positive,True,Investigation completed; evidence recorded and escalated per playbook.,CRITICAL,167,147
CSE-C,ALT-03500,ASSET-063,CRITICAL,Malware,2026-03-27 10:51:47,2026-03-27 11:40:19,,,2026-03-27 15:16:36,False,Escalated to Tier-2,False,Closed quickly — no notes.,CRITICAL,103,12
CSE-B,ALT-03501,ASSET-096,CRITICAL,Phishing,2026-05-23 12:54:26,2026-05-23 13:53:58,2026-05-23 14:13:58,2026-05-23 15:40:21,2026-05-23 20:15:46,False,False Positive,True,Investigation completed; evidence recorded and escalated per playbook.,MEDIUM,184,122
CSE-D,ALT-03502,ASSET-070,MEDIUM,Network Anomaly,2026-01-10 11:49:26,2026-01-10 11:55:59,2026-01-10 12:05:59,2026-01-10 13:59:55,2026-01-10 23:32:40,True,Escalated to Tier-2,True,"Reviewed source IP, asset logs and correlated with previous alerts.",CRITICAL,91,87
CSE-D,ALT-03503,ASSET-074,HIGH,Data Exfiltration,2026-05-25 16:24:05,2026-05-25 16:32:29,2026-05-25 16:36:29,2026-05-25 16:56:26,2026-05-25 21:01:00,False,Benign True Positive,True,Analyst reviewed logs and confirmed activity with evidence archived.,MEDIUM,95,93
CSE-E,ALT-03504,ASSET-088,HIGH,Unauthorized Access,2026-01-10 17:28:29,2026-01-10 19:22:12,2026-01-10 19:25:12,2026-01-10 21:02:35,2026-01-11 02:21:20,False,True Positive,True,Investigation completed; evidence recorded and escalated per playbook.,CRITICAL,176,101
CSE-E,ALT-03505,ASSET-004,CRITICAL,Phishing,2026-03-28 15:23:39,2026-03-28 17:15:23,,,2026-03-28 23:24:30,False,Benign True Positive,False,N/A,HIGH,85,45
CSE-B,ALT-03506,ASSET-030,LOW,Unauthorized Access,2026-04-14 04:34:46,2026-04-14 05:23:32,2026-04-14 05:31:32,2026-04-14 06:00:55,2026-04-14 06:19:04,False,True Positive,True,"Reviewed source IP, asset logs and correlated with previous alerts.",CRITICAL,111,75
CSE-D,ALT-03507,ASSET-084,MEDIUM,Unauthorized Access,2026-05-22 16:36:46,2026-05-22 16:39:13,2026-05-22 16:42:13,2026-05-22 17:25:45,2026-05-23 04:16:55,False,True Positive,True,Analyst reviewed logs and confirmed activity with evidence archived.,CRITICAL,152,149
CSE-D,ALT-03508,ASSET-010,HIGH,Phishing,2026-05-15 10:58:21,2026-05-15 11:20:49,2026-05-15 11:27:49,2026-05-15 13:55:01,2026-05-16 01:53:25,True,Under Investigation,True,Investigation completed; evidence recorded and escalated per playbook.,MEDIUM,86,78
CSE-C,ALT-03509,ASSET-063,MEDIUM,Malware,2026-03-27 07:44:41,2026-03-27 08:00:40,,,2026-03-27 15:29:17,False,False Positive,False,Closed quickly — no notes.,CRITICAL,137,15
CSE-D,ALT-03510,ASSET-035,LOW,Privilege Escalation,2026-02-23 12:08:32,2026-02-23 12:23:18,2026-02-23 12:42:18,2026-02-23 14:56:34,2026-02-23 14:29:09,False,False Positive,True,Analyst reviewed logs and confirmed activity with evidence archived.,MEDIUM,163,142
CSE-D,ALT-03511,ASSET-072,LOW,Phishing,2026-02-24 09:26:22,2026-02-24 09:37:25,2026-02-24 09:50:25,2026-02-24 13:42:48,2026-02-24 15:19:57,True,Under Investigation,True,Analyst reviewed logs and confirmed activity with evidence archived.,CRITICAL,98,85
CSE-E,ALT-03512,ASSET-055,HIGH,Malware,2026-05-29 05:02:57,2026-05-29 06:35:06,2026-05-29 07:00:06,2026-05-29 07:23:11,2026-05-29 15:05:13,False,Under Investigation,True,Alert correlated with threat intel; full timeline documented.,MEDIUM,131,66
CSE-C,ALT-03513,ASSET-031,LOW,Brute Force,2026-01-27 10:44:49,2026-01-27 11:30:39,,,2026-01-27 13:12:31,False,Under Investigation,False,N/A,HIGH,163,54
CSE-D,ALT-03514,ASSET-038,HIGH,Privilege Escalation,2026-04-04 10:35:01,2026-04-04 10:44:41,2026-04-04 11:02:41,2026-04-04 14:57:30,2026-04-04 20:37:30,False,True Positive,True,Analyst investigation performed; packet capture and EDR evidence attached.,CRITICAL,108,86
CSE-C,ALT-03515,ASSET-100,HIGH,Network Anomaly,2026-03-19 16:56:46,2026-03-19 17:28:48,,,2026-03-19 19:07:56,False,False Positive,False,Closed quickly — no notes.,HIGH,145,14
CSE-A,ALT-03516,ASSET-056,HIGH,Brute Force,2026-03-18 12:16:34,2026-03-18 12:20:53,2026-03-18 12:29:53,2026-03-18 13:14:08,2026-03-18 21:14:38,False,True Positive,True,"Reviewed source IP, asset logs and correlated with previous alerts.",CRITICAL,99,90
CSE-B,ALT-03517,ASSET-092,LOW,Network Anomaly,2026-01-19 06:15:40,2026-01-19 06:22:10,2026-01-19 06:25:10,2026-01-19 09:21:16,2026-01-19 15:42:34,False,Under Investigation,True,Investigation completed; evidence recorded and escalated per playbook.,HIGH,118,116
CSE-E,ALT-03518,ASSET-099,LOW,Privilege Escalation,2026-02-19 11:49:48,2026-02-19 13:08:35,2026-02-19 13:29:35,2026-02-19 15:26:02,2026-02-19 18:09:19,True,Benign True Positive,True,Analyst reviewed logs and confirmed activity with evidence archived.,MEDIUM,77,60
CSE-E,ALT-03519,ASSET-008,LOW,Unauthorized Access,2026-05-19 09:42:04,2026-05-19 10:47:13,2026-05-19 10:59:13,2026-05-19 11:26:47,2026-05-19 19:10:01,False,Under Investigation,True,Investigation completed; evidence recorded and escalated per playbook.,CRITICAL,134,95
CSE-A,ALT-03520,ASSET-029,LOW,Suspicious Login,2026-02-02 16:07:19,2026-02-02 16:27:30,2026-02-02 16:42:30,2026-02-02 18:21:49,2026-02-03 04:01:12,False,True Positive,True,Investigation completed; evidence recorded and escalated per playbook.,HIGH,194,161
CSE-D,ALT-03521,ASSET-049,MEDIUM,Privilege Escalation,2026-02-16 12:12:09,2026-02-16 12:24:21,2026-02-16 12:40:21,2026-02-16 15:27:10,2026-02-16 16:06:01,False,False Positive,True,"Reviewed source IP, asset logs and correlated with previous alerts.",CRITICAL,112,96
CSE-A,ALT-03522,ASSET-094,HIGH,Phishing,2026-06-22 15:39:02,2026-06-22 15:51:23,2026-06-22 16:03:23,2026-06-22 19:19:45,2026-06-23 01:08:44,False,False Positive,True,Analyst investigation performed; packet capture and EDR evidence attached.,MEDIUM,161,145
CSE-B,ALT-03523,ASSET-009,LOW,Network Anomaly,2026-04-28 13:18:17,2026-04-28 14:41:53,2026-04-28 14:59:53,2026-04-28 16:30:06,2026-04-28 16:59:00,False,Under Investigation,True,Analyst investigation performed; packet capture and EDR evidence attached.,CRITICAL,83,70
CSE-B,ALT-03524,ASSET-004,MEDIUM,Brute Force,2026-02-17 16:17:06,2026-02-17 17:45:03,2026-02-17 17:50:03,2026-02-17 19:26:08,2026-02-18 02:01:16,False,True Positive,True,Analyst investigation performed; packet capture and EDR evidence attached.,CRITICAL,133,80
CSE-B,ALT-03525,ASSET-010,MEDIUM,Suspicious Login,2026-06-17 09:01:03,2026-06-17 10:02:21,,,2026-06-17 19:51:56,False,False Positive,False,N/A,MEDIUM,161,104
CSE-A,ALT-03526,ASSET-019,HIGH,Data Exfiltration,2026-05-23 01:57:34,2026-05-23 02:12:00,2026-05-23 02:29:00,2026-05-23 03:23:20,2026-05-23 13:34:15,False,False Positive,True,"Reviewed source IP, asset logs and correlated with previous alerts.",MEDIUM,110,116
CSE-B,ALT-03527,ASSET-068,HIGH,Unauthorized Access,2026-05-27 14:18:27,2026-05-27 15:10:11,,,2026-05-27 18:06:11,False,False Positive,False,N/A,HIGH,189,169
CSE-C,ALT-03528,ASSET-017,HIGH,Brute Force,2026-04-15 09:58:55,2026-04-15 10:30:52,,,2026-04-15 16:01:00,False,False Positive,False,Closed quickly — no notes.,CRITICAL,168,67
CSE-B,ALT-03529,ASSET-021,MEDIUM,Suspicious Login,2026-03-29 16:37:00,2026-03-29 16:50:08,2026-03-29 16:51:08,2026-03-29 19:16:26,2026-03-30 01:27:31,False,False Positive,True,Analyst reviewed logs and confirmed activity with evidence archived.,CRITICAL,192,114
CSE-E,ALT-03530,ASSET-070,HIGH,Data Exfiltration,2026-01-17 14:42:32,2026-01-17 15:48:04,,,2026-01-17 19:43:21,True,False Positive,False,Closed quickly — no notes.,HIGH,192,163
CSE-D,ALT-03531,ASSET-057,MEDIUM,Malware,2026-06-23 17:12:56,2026-06-23 17:35:48,2026-06-23 17:54:48,2026-06-23 21:37:47,2026-06-23 21:00:23,False,True Positive,True,Alert correlated with threat intel; full timeline documented.,MEDIUM,170,187
CSE-E,ALT-03532,ASSET-005,HIGH,Unauthorized Access,2026-04-05 03:00:11,2026-04-05 03:29:32,2026-04-05 03:34:32,2026-04-05 04:23:44,2026-04-05 08:33:29,False,False Positive,True,Analyst investigation performed; packet capture and EDR evidence attached.,MEDIUM,126,73
CSE-B,ALT-03533,ASSET-065,HIGH,Privilege Escalation,2026-06-23 14:19:19,2026-06-23 14:33:36,2026-06-23 14:49:36,2026-06-23 17:00:04,2026-06-23 20:50:12,False,True Positive,True,Investigation completed; evidence recorded and escalated per playbook.,HIGH,167,121
CSE-E,ALT-03534,ASSET-017,MEDIUM,Malware,2026-05-31 05:40:01,2026-05-31 06:41:39,2026-05-31 06:51:39,2026-05-31 09:11:27,2026-05-31 15:14:32,False,Under Investigation,True,Analyst reviewed logs and confirmed activity with evidence archived.,MEDIUM,128,84
CSE-B,ALT-03535,ASSET-026,LOW,Privilege Escalation,2026-03-24 14:28:01,2026-03-24 14:36:49,,,2026-03-25 00:24:25,False,False Positive,False,,MEDIUM,191,166
CSE-B,ALT-03536,ASSET-017,MEDIUM,Network Anomaly,2026-01-15 08:31:08,2026-01-15 08:51:01,2026-01-15 09:08:01,2026-01-15 10:06:41,2026-01-15 12:54:03,False,Under Investigation,True,Alert correlated with threat intel; full timeline documented.,HIGH,158,121
CSE-D,ALT-03537,ASSET-057,LOW,Data Exfiltration,2026-06-11 13:58:32,2026-06-11 14:22:11,2026-06-11 14:30:11,2026-06-11 16:48:36,2026-06-12 03:55:46,False,True Positive,True,"Reviewed source IP, asset logs and correlated with previous alerts.",MEDIUM,120,88
CSE-E,ALT-03538,ASSET-016,HIGH,Network Anomaly,2026-01-17 17:43:33,2026-01-17 17:50:16,2026-01-17 18:12:16,2026-01-17 20:56:57,2026-01-17 19:29:10,False,True Positive,True,Investigation completed; evidence recorded and escalated per playbook.,MEDIUM,140,73
CSE-D,ALT-03539,ASSET-096,LOW,Malware,2026-04-25 15:38:47,2026-04-25 15:47:21,,,2026-04-25 23:26:14,True,Under Investigation,False,Closed quickly — no notes.,HIGH,168,168
CSE-D,ALT-03540,ASSET-005,MEDIUM,Phishing,2026-06-08 16:14:20,2026-06-08 16:26:52,2026-06-08 16:44:52,2026-06-08 21:20:00,2026-06-09 03:39:56,False,True Positive,True,"Reviewed source IP, asset logs and correlated with previous alerts.",CRITICAL,92,85
CSE-A,ALT-03541,ASSET-058,MEDIUM,Privilege Escalation,2026-04-17 08:06:15,2026-04-17 08:36:28,2026-04-17 08:58:28,2026-04-17 11:14:35,2026-04-17 17:51:39,False,True Positive,True,Alert correlated with threat intel; full timeline documented.,CRITICAL,184,186
CSE-D,ALT-03542,ASSET-022,LOW,Phishing,2026-01-31 15:06:05,2026-01-31 15:14:08,2026-01-31 15:25:08,2026-01-31 18:47:17,2026-01-31 16:49:48,True,False Positive,True,Analyst investigation performed; packet capture and EDR evidence attached.,HIGH,126,139
CSE-A,ALT-03543,ASSET-053,LOW,Data Exfiltration,2026-05-29 11:38:26,2026-05-29 11:48:17,2026-05-29 11:55:17,2026-05-29 12:37:48,2026-05-29 16:32:57,False,Under Investigation,True,Analyst investigation performed; packet capture and EDR evidence attached.,MEDIUM,98,97
CSE-D,ALT-03544,ASSET-004,HIGH,Privilege Escalation,2026-06-15 20:49:56,2026-06-15 21:09:38,2026-06-15 21:32:38,2026-06-15 23:11:50,2026-06-16 11:30:30,True,False Positive,True,"Reviewed source IP, asset logs and correlated with previous alerts.",MEDIUM,86,85
CSE-E,ALT-03545,ASSET-008,HIGH,Privilege Escalation,2026-04-14 10:21:05,2026-04-14 11:04:02,2026-04-14 11:10:02,2026-04-14 11:39:24,2026-04-14 12:20:34,False,Under Investigation,True,"Reviewed source IP, asset logs and correlated with previous alerts.",CRITICAL,175,85
CSE-E,ALT-03546,ASSET-088,LOW,Suspicious Login,2026-06-26 20:07:15,2026-06-26 20:43:23,2026-06-26 20:55:23,2026-06-26 22:05:31,2026-06-27 00:39:05,False,Under Investigation,True,"Reviewed source IP, asset logs and correlated with previous alerts.",HIGH,98,77
CSE-A,ALT-03547,ASSET-087,LOW,Suspicious Login,2026-05-02 16:22:21,2026-05-02 16:39:14,2026-05-02 16:53:14,2026-05-02 18:25:18,2026-05-02 19:27:40,True,True Positive,True,Investigation completed; evidence recorded and escalated per playbook.,CRITICAL,116,89
